flown,prob
1,0.5819303278572461
2,0.1529136730376567
3,0.06943425721656929
4,0.04041930157939005
5,0.02710479141119931
6,0.01914412182005092
7,0.014232068669625132
8,0.010958310559569088
9,0.008995754875945524
10,0.007099750503382789
11,0.005974042156715593
12,0.0050564836552812005
13,0.00428760361472738
14,0.0037141295513308846
15,0.0032624302273222866
16,0.002868786302324198
17,0.0025176219375777024
18,0.002244336766625792
19,0.002078666481644582
20,0.0018775965631203785
21,0.0017232541608729265
22,0.001573159714650634
23,0.0013820016935184687
24,0.0012687228661808893
25,0.001149780097476431
26,0.0010988046251745201
27,0.000984109812495221
28,0.0009487101789522275
29,0.0008807428825496798
30,0.0007872878499961769
31,0.0008694149998159219
32,0.0007575521578200622
33,0.0007264004803022279
34,0.000615953623648088
35,0.0005805539901050944
36,0.0005281625324614639
37,0.0005366584445117824
38,0.0005380744298535021
39,0.0005720580780547759
40,0.00047010713345095454
41,0.0004332915145662412
42,0.0004304595438828017
43,0.0003922279396563687
44,0.0003893959689729292
45,0.00035116436474649614
46,0.00033558852598757896
47,0.0003426684526961777
48,0.0003568283061133751
49,0.00028744502436910775
50,0.00027753312697706954
51,0.00027186918561019057
52,0.00024354947877579572
53,0.00025487736150955366
54,0.00024779743480095496
55,0.00023788553740891676
56,0.00027894911231878927
57,0.00023788553740891676
58,0.00019682196249904422
59,0.00022230969864999958
60,0.00019115802113216525
61,0.0002194777279665601
62,0.0001699182410063691
63,0.00019257400647388498
64,0.0001798301383984073
65,0.0001798301383984073
66,0.00016000634361433092
67,0.00015434240224745195
68,0.00012035875404617812
69,0.0001500944462222927
70,0.0001331026221216558
71,0.0001628383142977704
72,0.0001231907247296176
73,0.00013593459280509528
74,0.0001132788273375794
75,0.00012035875404617812
76,0.0001231907247296176
77,0.00013451860746337553
78,0.0001231907247296176
79,0.0001132788273375794
80,8.920707652834378e-05
81,0.00010761488597070043
82,9.3455032553503e-05
83,8.637510584490429e-05
84,0.00010903087131242017
85,8.779109118662403e-05
86,0.00010619890062898068
87,8.495912050318455e-05
88,8.495912050318455e-05
89,7.221525242770687e-05
90,8.637510584490429e-05
91,9.628700323694249e-05
92,7.787919379458584e-05
93,0.00011186284199585965
94,7.221525242770687e-05
95,7.363123776942661e-05
96,7.504722311114635e-05
97,7.64632084528661e-05
98,6.513532571910816e-05
99,7.079926708598713e-05
100,5.66394136687897e-05
101,5.947138435222919e-05
102,7.079926708598713e-05
103,6.513532571910816e-05
104,5.239145764363047e-05
105,8.354313516146481e-05
106,5.8055399010509447e-05
107,6.230335503566867e-05
108,5.239145764363047e-05
109,6.088736969394893e-05
110,5.097547230191073e-05
111,5.947138435222919e-05
112,5.8055399010509447e-05
113,7.363123776942661e-05
114,4.389554559331202e-05
115,5.8055399010509447e-05
116,5.239145764363047e-05
117,5.5223428327069955e-05
118,4.8143501618471244e-05
119,5.239145764363047e-05
120,4.8143501618471244e-05
121,4.531153093503176e-05
122,2.9735692176114594e-05
123,4.531153093503176e-05
124,4.2479560251592275e-05
125,2.831970683439485e-05
126,5.8055399010509447e-05
127,4.106357490987253e-05
128,3.964758956815279e-05
129,4.531153093503176e-05
130,3.964758956815279e-05
131,3.823160422643305e-05
132,2.6903721492675106e-05
133,1.9823794784076395e-05
134,3.5399633542993563e-05
135,2.831970683439485e-05
136,3.256766285955408e-05
137,3.823160422643305e-05
138,3.5399633542993563e-05
139,2.6903721492675106e-05
140,2.9735692176114594e-05
141,3.6815618884713306e-05
142,2.9735692176114594e-05
143,3.256766285955408e-05
144,3.6815618884713306e-05
145,2.4071750809235622e-05
146,3.115167751783434e-05
147,2.5487736150955364e-05
148,2.5487736150955364e-05
149,2.5487736150955364e-05
150,2.5487736150955364e-05
151,3.964758956815279e-05
152,2.265576546751588e-05
153,2.6903721492675106e-05
154,1.557583875891717e-05
155,2.831970683439485e-05
156,2.5487736150955364e-05
157,2.6903721492675106e-05
158,3.398364820127382e-05
159,3.398364820127382e-05
160,2.1239780125796137e-05
161,1.699182410063691e-05
162,2.265576546751588e-05
163,1.699182410063691e-05
164,2.5487736150955364e-05
165,2.265576546751588e-05
166,2.1239780125796137e-05
167,2.265576546751588e-05
168,1.9823794784076395e-05
169,1.9823794784076395e-05
170,1.9823794784076395e-05
171,1.9823794784076395e-05
172,2.6903721492675106e-05
173,2.4071750809235622e-05
174,1.557583875891717e-05
175,2.1239780125796137e-05
176,1.9823794784076395e-05
177,2.265576546751588e-05
178,2.265576546751588e-05
179,2.5487736150955364e-05
180,1.4159853417197424e-05
181,1.132788273375794e-05
182,1.132788273375794e-05
183,2.1239780125796137e-05
184,1.4159853417197424e-05
185,1.557583875891717e-05
186,9.911897392038198e-06
187,2.1239780125796137e-05
188,2.1239780125796137e-05
189,1.2743868075477682e-05
190,9.911897392038198e-06
191,1.4159853417197424e-05
192,1.699182410063691e-05
193,1.9823794784076395e-05
194,9.911897392038198e-06
195,2.1239780125796137e-05
196,1.557583875891717e-05
197,1.4159853417197424e-05
198,1.557583875891717e-05
199,1.2743868075477682e-05
200,1.557583875891717e-05
201,1.2743868075477682e-05
202,1.4159853417197424e-05
203,9.911897392038198e-06
204,1.699182410063691e-05
205,8.495912050318455e-06
206,7.079926708598712e-06
207,1.8407809442356653e-05
208,1.699182410063691e-05
209,1.557583875891717e-05
210,1.132788273375794e-05
211,1.2743868075477682e-05
212,7.079926708598712e-06
213,1.132788273375794e-05
214,1.4159853417197424e-05
215,4.247956025159228e-06
216,1.4159853417197424e-05
217,1.132788273375794e-05
218,1.557583875891717e-05
219,1.4159853417197424e-05
220,1.2743868075477682e-05
221,1.4159853417197424e-05
222,8.495912050318455e-06
223,8.495912050318455e-06
224,1.2743868075477682e-05
225,1.557583875891717e-05
226,1.4159853417197424e-05
227,7.079926708598712e-06
228,9.911897392038198e-06
229,1.4159853417197424e-05
230,7.079926708598712e-06
231,2.4071750809235622e-05
232,1.557583875891717e-05
233,5.66394136687897e-06
234,8.495912050318455e-06
235,1.132788273375794e-05
236,1.8407809442356653e-05
237,1.557583875891717e-05
238,7.079926708598712e-06
239,5.66394136687897e-06
240,1.132788273375794e-05
241,9.911897392038198e-06
242,9.911897392038198e-06
243,9.911897392038198e-06
244,1.132788273375794e-05
245,1.132788273375794e-05
246,1.132788273375794e-05
247,8.495912050318455e-06
248,1.4159853417197424e-05
249,1.4159853417197424e-05
250,7.079926708598712e-06
251,1.557583875891717e-05
252,5.66394136687897e-06
253,9.911897392038198e-06
254,1.557583875891717e-05
255,4.247956025159228e-06
256,8.495912050318455e-06
257,9.911897392038198e-06
258,1.699182410063691e-05
259,1.2743868075477682e-05
260,8.495912050318455e-06
261,4.247956025159228e-06
262,8.495912050318455e-06
263,1.4159853417197424e-05
264,7.079926708598712e-06
265,5.66394136687897e-06
266,9.911897392038198e-06
267,7.079926708598712e-06
268,1.2743868075477682e-05
269,1.4159853417197424e-05
270,1.4159853417197425e-06
271,2.831970683439485e-06
272,1.132788273375794e-05
273,7.079926708598712e-06
274,2.831970683439485e-06
275,5.66394136687897e-06
276,1.132788273375794e-05
277,9.911897392038198e-06
278,5.66394136687897e-06
279,4.247956025159228e-06
280,7.079926708598712e-06
281,8.495912050318455e-06
282,1.2743868075477682e-05
283,7.079926708598712e-06
284,4.247956025159228e-06
285,5.66394136687897e-06
286,1.2743868075477682e-05
287,5.66394136687897e-06
288,9.911897392038198e-06
289,9.911897392038198e-06
290,1.4159853417197425e-06
291,1.4159853417197425e-06
292,4.247956025159228e-06
293,5.66394136687897e-06
294,2.831970683439485e-06
295,1.2743868075477682e-05
296,8.495912050318455e-06
297,9.911897392038198e-06
298,8.495912050318455e-06
299,4.247956025159228e-06
300,7.079926708598712e-06
301,9.911897392038198e-06
302,1.4159853417197425e-06
303,4.247956025159228e-06
304,4.247956025159228e-06
305,2.831970683439485e-06
306,9.911897392038198e-06
308,2.831970683439485e-06
309,2.831970683439485e-06
310,5.66394136687897e-06
311,5.66394136687897e-06
312,2.831970683439485e-06
313,8.495912050318455e-06
314,7.079926708598712e-06
317,7.079926708598712e-06
318,1.4159853417197425e-06
319,8.495912050318455e-06
320,4.247956025159228e-06
321,7.079926708598712e-06
322,2.831970683439485e-06
324,2.831970683439485e-06
325,1.132788273375794e-05
326,4.247956025159228e-06
327,4.247956025159228e-06
328,4.247956025159228e-06
329,5.66394136687897e-06
330,5.66394136687897e-06
331,4.247956025159228e-06
332,2.831970683439485e-06
333,8.495912050318455e-06
334,8.495912050318455e-06
335,2.831970683439485e-06
336,7.079926708598712e-06
337,5.66394136687897e-06
338,5.66394136687897e-06
339,4.247956025159228e-06
340,2.831970683439485e-06
341,2.831970683439485e-06
342,4.247956025159228e-06
343,7.079926708598712e-06
344,7.079926708598712e-06
345,5.66394136687897e-06
346,5.66394136687897e-06
347,2.831970683439485e-06
348,5.66394136687897e-06
349,4.247956025159228e-06
350,4.247956025159228e-06
351,2.831970683439485e-06
352,2.831970683439485e-06
353,2.831970683439485e-06
354,2.831970683439485e-06
355,2.831970683439485e-06
356,5.66394136687897e-06
357,2.831970683439485e-06
358,4.247956025159228e-06
359,4.247956025159228e-06
361,2.831970683439485e-06
362,2.831970683439485e-06
363,4.247956025159228e-06
364,9.911897392038198e-06
365,4.247956025159228e-06
366,1.4159853417197425e-06
367,5.66394136687897e-06
368,5.66394136687897e-06
369,5.66394136687897e-06
370,4.247956025159228e-06
371,4.247956025159228e-06
372,2.831970683439485e-06
373,1.4159853417197425e-06
374,2.831970683439485e-06
375,5.66394136687897e-06
376,2.831970683439485e-06
377,2.831970683439485e-06
378,2.831970683439485e-06
379,5.66394136687897e-06
380,5.66394136687897e-06
381,2.831970683439485e-06
382,1.4159853417197425e-06
383,1.4159853417197425e-06
384,1.4159853417197425e-06
385,4.247956025159228e-06
386,2.831970683439485e-06
388,1.4159853417197425e-06
389,5.66394136687897e-06
390,7.079926708598712e-06
391,1.4159853417197425e-06
392,1.4159853417197425e-06
393,2.831970683439485e-06
394,2.831970683439485e-06
395,5.66394136687897e-06
396,2.831970683439485e-06
397,5.66394136687897e-06
398,2.831970683439485e-06
399,2.831970683439485e-06
400,4.247956025159228e-06
401,2.831970683439485e-06
402,5.66394136687897e-06
405,5.66394136687897e-06
406,1.4159853417197425e-06
407,5.66394136687897e-06
408,7.079926708598712e-06
409,1.4159853417197425e-06
410,4.247956025159228e-06
411,5.66394136687897e-06
412,4.247956025159228e-06
413,1.4159853417197425e-06
416,4.247956025159228e-06
417,1.4159853417197425e-06
418,5.66394136687897e-06
419,4.247956025159228e-06
420,2.831970683439485e-06
421,2.831970683439485e-06
424,2.831970683439485e-06
425,1.4159853417197425e-06
426,1.4159853417197425e-06
427,1.4159853417197425e-06
428,1.4159853417197425e-06
429,2.831970683439485e-06
430,1.4159853417197425e-06
431,2.831970683439485e-06
432,1.4159853417197425e-06
434,1.4159853417197425e-06
435,5.66394136687897e-06
436,1.4159853417197425e-06
437,5.66394136687897e-06
438,2.831970683439485e-06
439,1.4159853417197425e-06
440,5.66394136687897e-06
441,5.66394136687897e-06
442,4.247956025159228e-06
443,2.831970683439485e-06
444,7.079926708598712e-06
445,2.831970683439485e-06
446,1.4159853417197425e-06
447,2.831970683439485e-06
448,4.247956025159228e-06
450,2.831970683439485e-06
452,1.4159853417197425e-06
453,4.247956025159228e-06
454,4.247956025159228e-06
455,4.247956025159228e-06
456,4.247956025159228e-06
457,1.4159853417197425e-06
458,1.4159853417197425e-06
460,1.4159853417197425e-06
461,2.831970683439485e-06
462,1.4159853417197425e-06
463,1.4159853417197425e-06
464,1.4159853417197425e-06
465,2.831970683439485e-06
466,1.4159853417197425e-06
468,2.831970683439485e-06
469,5.66394136687897e-06
470,1.4159853417197425e-06
471,2.831970683439485e-06
473,4.247956025159228e-06
475,1.4159853417197425e-06
477,4.247956025159228e-06
478,2.831970683439485e-06
479,5.66394136687897e-06
480,2.831970683439485e-06
482,2.831970683439485e-06
483,1.4159853417197425e-06
484,4.247956025159228e-06
485,2.831970683439485e-06
486,2.831970683439485e-06
487,2.831970683439485e-06
488,2.831970683439485e-06
489,2.831970683439485e-06
491,1.4159853417197425e-06
492,1.4159853417197425e-06
493,1.4159853417197425e-06
496,2.831970683439485e-06
497,2.831970683439485e-06
498,2.831970683439485e-06
499,2.831970683439485e-06
501,2.831970683439485e-06
502,2.831970683439485e-06
504,1.4159853417197425e-06
505,2.831970683439485e-06
506,2.831970683439485e-06
507,2.831970683439485e-06
512,2.831970683439485e-06
514,1.4159853417197425e-06
516,1.4159853417197425e-06
517,4.247956025159228e-06
518,1.4159853417197425e-06
522,4.247956025159228e-06
523,1.4159853417197425e-06
526,2.831970683439485e-06
527,1.4159853417197425e-06
528,4.247956025159228e-06
534,1.4159853417197425e-06
536,1.4159853417197425e-06
537,1.4159853417197425e-06
538,1.4159853417197425e-06
539,1.4159853417197425e-06
540,1.4159853417197425e-06
