x,y
0.0,0.8907563025210085
0.0,0.8837209302325582
0.0,0.859375
0.0004964376338134208,0.8455882352941176
-0.0006218150603580774,0.8436018957345972
0.0,0.8421052631578947
-0.0006152620513202312,0.8115942028985508
0.0,0.8099173553719008
0.0012684871917782031,0.7946428571428571
0.0006227450986078659,0.7943262411347518
-0.0006426005039008309,0.7934782608695652
0.0,0.7928571428571428
-0.0010329068882553999,0.7803030303030303
0.001037626736557204,0.7783505154639175
0.00039081124925874344,0.7783018867924528
-0.0005744172992855762,0.7764705882352941
0.0,0.773972602739726
0.0004121560948545516,0.7685185185185185
-0.0006453014597485179,0.7647058823529411
0.0,0.7643312101910829
0.0006199283298119057,0.7596153846153846
0.0,0.7580645161290323
0.0008508759436286761,0.7544910179640718
-0.0004941623677484908,0.7528089887640449
0.0002760299140807526,0.752
-0.00017327920108696493,0.7480916030534351
-0.0024909625183926892,0.7477477477477478
0.0018807098046181026,0.746268656716418
-0.0019182105009631217,0.7452229299363057
-0.0012745968019672038,0.7446808510638298
0.0012832779882699652,0.7441860465116279
0.0006390572643421438,0.7436974789915967
-0.0006409338729683051,0.7435897435897436
0.0,0.7428571428571429
0.0006458619000167531,0.7345454545454545
0.0,0.7342465753424657
-0.00047635507304572,0.7304347826086957
8.25322302464293e-05,0.7276995305164319
0.0013843307701723873,0.726027397260274
-0.0009823922639127514,0.7258064516129032
0.0007389401817159552,0.7256637168141593
-0.00037755230299503506,0.7238805970149254
0.0031103338946791154,0.7227722772277227
-0.0024782384004066182,0.722488038277512
0.00023841904270703596,0.7222222222222222
0.002487312216677806,0.7213114754098361
0.0018404708188283492,0.7213114754098361
-0.0018665761781521129,0.7207207207207207
0.0012831715404789806,0.7185534591194969
-0.0012791256010336594,0.7184466019417476
-0.0006324891120681742,0.7183098591549296
0.0006418950766593212,0.7178423236514523
0.0,0.7171717171717171
0.0017398179061694774,0.7129629629629629
-0.0017451507307210817,0.7123893805309734
-0.0010987229346801491,0.7121951219512195
0.0011252752881562716,0.7112676056338029
0.00048809502919427983,0.7103321033210332
-0.0004933833571113128,0.7102803738317757
-0.0027917618232908975,0.7074468085106383
-0.002148246499921694,0.7068965517241379
0.0,0.706766917293233
0.001351465817826747,0.7058823529411765
0.00246267298982826,0.7054794520547946
0.003588797678878139,0.7045454545454546
-0.003400739120234725,0.7044025157232704
-0.0010104737066732733,0.7043478260869566
0.0007354420626122099,0.704225352112676
-0.0016483873664500381,0.7034482758620689
0.0018934752892172113,0.7028985507246377
-0.00042491263498954657,0.7024793388429752
0.003054753954765038,0.7017045454545454
-0.0028456734449204546,0.7016129032258065
0.00020225049824933172,0.7011494252873564
0.005336181159558834,0.701058201058201
-0.005071961146653259,0.7009345794392523
0.004689507228314779,0.7009345794392523
-0.0044255788105418276,0.7007299270072993
0.004043374818611015,0.7006802721088435
-0.0022162380915033975,0.7003610108303249
0.002440571707646985,0.7
0.0013672097603812938,0.7
-0.0012721034354817445,0.6990291262135923
0.0007445145115213686,0.6985294117647058
-0.003929066450144916,0.6972477064220184
-0.0006625491128070538,0.6972111553784861
0.0036003849920197145,0.6967213114754098
-0.003285268244471451,0.6967213114754098
0.0029555258421378183,0.6962962962962963
-0.0026407457229077336,0.6962616822429907
0.0019880542220279546,0.6961178045515395
-2.9922149950498134e-05,0.696078431372549
-0.00200548779830087,0.6952380952380952
0.0013726576003989521,0.6944444444444444
0.0005325976485467537,0.6933962264150944
-0.0014034373361852953,0.6932515337423313
-0.0007847290274961144,0.6916666666666667
0.002685832624052989,0.691358024691358
-0.00015045642634646528,0.6906474820143885
-0.0024332687290141153,0.690537084398977
0.0010102649099578281,0.6899441340782123
0.0021074717561615636,0.6889250814332247
-0.0018371899452756663,0.6884272997032641
-0.003544185434825889,0.6882352941176471
0.00040297798848103195,0.6880733944954128
-0.0011998397526333388,0.6875
0.0030940312328967545,0.6869565217391305
-0.0029285875748717993,0.6865671641791045
-0.0005646312805252657,0.6864742501414828
0.0015856721453373496,0.6857142857142857
0.006507754201936777,0.6857142857142857
-0.005989892454091136,0.6852300242130751
0.005870494502390536,0.6847826086956522
-0.002320564284423371,0.6847133757961783
0.0025248734131616823,0.684375
0.0008648450436688632,0.6842105263157895
0.0,0.6838235294117647
-0.005383747621485427,0.6833333333333333
0.005247091367778942,0.6833333333333333
-0.004736944769780038,0.6832740213523132
0.0044534459687119166,0.6832579185520362
-0.0040082345795647845,0.6831683168316832
-0.0017290199271692147,0.6829268292682927
0.0038179911419109896,0.6822429906542056
-0.0010305518576502748,0.6821705426356589
-0.003397387501496041,0.6818181818181818
0.0019957421212714738,0.68125
0.0031938940818034556,0.6808149405772496
-0.002763143134058857,0.6807511737089202
0.0013529215394557925,0.6806451612903226
0.00046018737688480194,0.68
-0.0003686168923461852,0.6791044776119403
0.004865343609531336,0.6789473684210526
-0.004381817849365366,0.6787330316742082
0.0026047777057650184,0.6785714285714286
-0.002186830291914993,0.67828418230563
-0.0015434592027173122,0.6777221526908636
0.004237758337159669,0.6776315789473685
-0.0009281055284656864,0.6768060836501901
-0.0037937286118145813,0.6764705882352942
0.0036058581449667365,0.6764705882352942
0.0017961496349934158,0.6759259259259259
-0.0031526125963352997,0.6757493188010899
0.0010914817146470135,0.6756756756756757
0.00010878834504976509,0.6754385964912281
0.0053692442803026375,0.674074074074074
0.003028810295443718,0.6740157480314961
-0.0025507443769558352,0.6737588652482269
0.0023567374249010287,0.6735537190082644
-0.0019069941544858082,0.6732283464566929
-0.004769608651045448,0.6730769230769231
0.004733390648075944,0.6730769230769231
-0.0013026765618743552,0.6721311475409836
-0.0006565544557413927,0.671875
0.0006292591349303517,0.671875
-0.004167050231818167,0.6711012564671102
0.00413623885353423,0.6709886547811994
-0.003521155318669547,0.6708074534161491
0.0016183467861578399,0.6707021791767555
-4.2901113769422405e-05,0.6701570680628273
0.003534710033105473,0.6689909762100082
