dg,cc_mean,cc_lower,cc_upper,n_samples
58.0,0.5707293918789028,0.5611182389508607,0.580802200076084,783
59.0,0.5710452416976447,0.5610246463744827,0.5815372161901402,757
60.0,0.5701888164544366,0.560548138212679,0.5799889900666624,820
61.0,0.5685273072618832,0.5590200479830302,0.5783369402997963,798
62.0,0.5697721942984161,0.5602632847452638,0.5795664536721242,778
63.0,0.5664058454494916,0.5562790078042317,0.5764377920571394,760
64.0,0.5654313205455285,0.5553856482829728,0.5753861551443613,739
65.0,0.5627989048823174,0.5531960584443666,0.5727798818951031,754
66.0,0.5627261163847815,0.5529675580305244,0.5727120221752058,781
67.0,0.5639449119339458,0.5543129220928223,0.5737825272735105,772
68.0,0.563498157293762,0.5533102527877017,0.5733317085897317,758
69.0,0.5637008019747919,0.5536352136167074,0.5736427066655346,746
70.0,0.5637972973964832,0.5540324017580415,0.5737583335609915,750
71.0,0.5632503257215771,0.553289596237461,0.5731283667523166,734
72.0,0.5623406725054261,0.5526430066939311,0.5721259738076817,755
73.0,0.5614806463352426,0.5520394171959406,0.5710056220837677,748
74.0,0.5619169900832106,0.5523072371578197,0.5715778741834142,728
75.0,0.5593607967682794,0.5497938990363604,0.5689962355636936,737
76.0,0.5584270328467646,0.5489110443478377,0.5680583061083294,726
77.0,0.5581756235212988,0.5482394746361052,0.5680489092329141,715
78.0,0.5586940037324631,0.5491232053865052,0.5686892848731204,733
79.0,0.5585002224415387,0.5484162065558296,0.5684036548194482,711
80.0,0.5561585898979556,0.5462187747202875,0.5660819638041799,729
81.0,0.5574967328619564,0.5475259354111827,0.5676968493244673,710
82.0,0.555377980292654,0.5454275433523204,0.5653460166503382,705
83.0,0.55424295662971,0.5441592653108039,0.5644529969342362,699
84.0,0.5527926874506311,0.543174157749256,0.5627699834301885,716
85.0,0.5502252093804183,0.540556663221879,0.5600711012946049,729
86.0,0.5508331283552501,0.5409836303464608,0.5606093740337078,714
87.0,0.5505717407745309,0.5408510420087508,0.5604737415963734,705
88.0,0.5498434242256746,0.5399062113624008,0.5597346867437256,693
89.0,0.5490674449324855,0.5390535617416201,0.5591202189027363,686
90.0,0.5490684066287473,0.5394762595212754,0.5588083219773405,718
91.0,0.5497466096468185,0.5399068717106106,0.5593642931644025,716
92.0,0.5478594904328632,0.5379805713140706,0.5577037936982921,702
93.0,0.5470636756335068,0.5374376068808121,0.5568257665672256,703
94.0,0.5489061030427418,0.5389952525151865,0.5587790509150707,684
95.0,0.5475507783388128,0.5375017661987692,0.5578105170771057,690
96.0,0.5475088715208014,0.537426328163452,0.5575050476628584,704
97.0,0.5454911909244885,0.5356076972540224,0.5551777703261241,696
98.0,0.5444019257311097,0.5343264868435804,0.5547479684106946,684
99.0,0.5422588942179039,0.5324161848189601,0.5525354307148951,672
100.0,0.5399926666002791,0.5301398832443743,0.5497985588521214,680
101.0,0.5401889934845031,0.5297883026269504,0.5502717565920895,663
102.0,0.5404878534628088,0.530327137160866,0.550725307941734,673
103.0,0.539308519537341,0.5291185050185219,0.5491300552995748,661
104.0,0.5389586114377629,0.5289317675477421,0.5490297917164761,653
105.0,0.5397997126833902,0.5297849995523843,0.5497822760175928,648
106.0,0.5392182949244565,0.5290306345113402,0.5494462400266745,647
107.0,0.5403394942754638,0.5302493639229429,0.5506730988874016,634
108.0,0.5408486776111877,0.5306829266116485,0.5510862593284688,646
109.0,0.5410004979007088,0.5308074528485184,0.5514087761743299,638
110.0,0.5417053265955428,0.531505055542262,0.5523572469695883,643
111.0,0.5411775459181004,0.5311162451531447,0.5513303303359879,637
112.0,0.5397838236352098,0.5298959308401447,0.5500521429609407,626
113.0,0.5380122152172424,0.5279883603485949,0.5483387807832176,626
114.0,0.5375525239695347,0.5275340620356391,0.5477969317993406,638
115.0,0.5375583804801991,0.5278587085395661,0.5473080393508177,644
116.0,0.53815011336041,0.5283641850571016,0.5479627141167562,631
117.0,0.537814041386749,0.5279285508770383,0.547701023587182,620
118.0,0.5368271783909269,0.5267426592988558,0.5468850964840372,606
119.0,0.5356382551736111,0.5254901539393823,0.5454924974233817,599
120.0,0.534626232611327,0.5247586068929406,0.5446193064583271,614
121.0,0.5365251679751594,0.5266958645993473,0.546583959098237,604
122.0,0.537755502153966,0.5280960699936091,0.5476505302188506,593
123.0,0.538479729913874,0.5286150705388034,0.5485044316678735,582
124.0,0.5360454982185568,0.5260728024830431,0.54599604163484,571
125.0,0.5357030636532525,0.5254322949562722,0.546082985723037,570
126.0,0.5348476387613519,0.5248244165121863,0.5450628293721087,579
127.0,0.533898015056038,0.5238822949862054,0.5443222252362154,574
128.0,0.5321882016856213,0.522071353999789,0.5426968684263731,570
129.0,0.5317413703187818,0.5216437449360866,0.542222443529812,569
130.0,0.5301425296793006,0.5201070376483673,0.5402468762280536,565
131.0,0.529329556329914,0.5193541883063932,0.5395430697799706,550
132.0,0.5291510089923696,0.519008827963244,0.5391804023340974,557
133.0,0.5290415547611619,0.5189696540129473,0.5395347351576882,551
134.0,0.5285471146188113,0.5182338659025434,0.5392721586165408,543
135.0,0.5282468389815101,0.5179355395456893,0.5385703896894549,547
136.0,0.527445631882163,0.5170413463773904,0.537735597093723,535
137.0,0.5287613049170665,0.518456532040315,0.5393457991118189,527
138.0,0.5286015293939311,0.5183339723795356,0.5391888564205338,532
139.0,0.5283926434549858,0.5182466330926007,0.5388491562596484,531
140.0,0.5282304352797482,0.5178231764915777,0.5384952486949945,532
141.0,0.5269246932866913,0.5166135389820584,0.5371357820816051,528
142.0,0.5255394088246643,0.5154023897137853,0.5359724452634839,523
143.0,0.5274394880105447,0.5170797996982501,0.5376379652556383,521
144.0,0.527289841713623,0.5170936507297387,0.5373709603498473,532
145.0,0.5263957433104265,0.516434785441783,0.5364614652111678,540
146.0,0.5254371300791686,0.5153693732334329,0.5358086785890298,540
147.0,0.5236892989929387,0.5136544518538576,0.5341451342102119,536
148.0,0.5236265401101222,0.5135009947471261,0.5339878322916407,533
149.0,0.5240184090644115,0.5138000241198706,0.5341950765159889,527
150.0,0.5232959458125059,0.5134038745437226,0.5334624849439213,533
151.0,0.5238683219256975,0.5138191333313512,0.5342325495505362,536
152.0,0.5250043286478888,0.5148487725999416,0.5355046599063377,529
153.0,0.5239788850884359,0.51363949516959,0.5342777030129656,520
154.0,0.5226458497641999,0.5122911439828608,0.5331111800866309,512
155.0,0.5215300990832714,0.5115811292359836,0.5317900949191625,519
156.0,0.5210409316819338,0.5108107182553181,0.5312640313944851,527
157.0,0.51945677165863,0.5093072342784731,0.5298846774399674,523
158.0,0.5192937580929232,0.5091080925519721,0.5296289233693683,514
159.0,0.5181436743133708,0.507539195962765,0.528546140728823,509
160.0,0.5160130398461037,0.5056656393173657,0.5264364531123961,513
161.0,0.5163074612710501,0.5061597142129551,0.5264832903046753,514
162.0,0.5160112092301192,0.5060669016285887,0.5264011550594933,521
163.0,0.5167692416543899,0.5065198565829377,0.5270058392643524,515
164.0,0.5165477897156696,0.5061383198733735,0.5271103414922695,508
165.0,0.518021528020021,0.5079516468104012,0.5283667140331096,516
166.0,0.5181563207807226,0.5078173964304995,0.5286731288635499,507
167.0,0.5175003887413346,0.5071681568460356,0.5278526439772514,502
168.0,0.517075061458676,0.5069108521553524,0.527567808466358,507
169.0,0.5157978879824204,0.5052151271890762,0.5264028016212113,509
170.0,0.5144082016915774,0.5040098156821649,0.5248337056424542,504
171.0,0.5137787600649473,0.5030439361118862,0.5242285861712626,499
172.0,0.5144684769106767,0.5038785359516416,0.5248531577899119,501
173.0,0.5140036965712458,0.5036959553386008,0.5245816585914445,499
174.0,0.5134084882952148,0.5030941916793321,0.523886494644319,508
175.0,0.5115252766068707,0.5011838973744308,0.5220505393116076,508
176.0,0.512260031340802,0.501926404285357,0.522570013664509,506
177.0,0.5107500339596817,0.5004086015969404,0.5209629227833403,507
178.0,0.511044273434117,0.500794931282231,0.5214599241255231,506
179.0,0.5113183217924979,0.5011248479380457,0.5217416323483655,500
180.0,0.5110695582914332,0.5008885097798893,0.5212812305927728,516
181.0,0.5101185018484298,0.4998855262100046,0.5204190527380677,513
182.0,0.5104271986649238,0.5001834065088216,0.5210118302276113,512
183.0,0.5114868688602938,0.5010585334503136,0.5221220773915057,505
184.0,0.5129639870156762,0.5026508305111437,0.5235365760622596,506
185.0,0.5117600138101576,0.5010849188168299,0.5226602036942192,500
186.0,0.5116442961347094,0.5012517839913767,0.5227292061437903,502
187.0,0.5126985260969307,0.5020620697768343,0.5232851421930522,504
188.0,0.5116346807684079,0.5011706399232585,0.5222860480212245,496
189.0,0.5100036295454827,0.499159615664569,0.5209654552447875,495
190.0,0.5103406404505832,0.4995442506936475,0.5211861404880755,503
191.0,0.5096196130522804,0.49901621485824327,0.5204140748893009,500
192.0,0.5090907741541294,0.49868198796182944,0.5197690180410903,508
193.0,0.5094021105370217,0.49876241850356184,0.5200121066626865,505
194.0,0.5080026502130571,0.49751800093585147,0.5183453882444506,505
195.0,0.5086066006778188,0.49788776303877375,0.519283008106035,504
196.0,0.5078699175624244,0.49761978198279505,0.5185647429672177,507
197.0,0.507113202160245,0.4971269028830889,0.5175465495222199,510
198.0,0.5072109509765883,0.4969685205216901,0.5175901547133956,515
199.0,0.5067063073429168,0.49665311720284044,0.5171509084592948,513
200.0,0.506602753539767,0.4963835940203691,0.516829515498174,514
201.0,0.5068727913977109,0.4965590909914791,0.517107599947412,512
202.0,0.5065371388000511,0.49618584927456044,0.5168207881630553,504
203.0,0.5073779452607432,0.49678477972877894,0.5179290661504984,500
204.0,0.5076736551821263,0.49729049276401976,0.5183304904626425,508
205.0,0.5094667623164617,0.4991760661276285,0.5199735897144461,511
206.0,0.5083367263358347,0.49786813960164916,0.5188592635628188,506
207.0,0.5086899005845142,0.49794434791029274,0.5191624968476716,501
208.0,0.5084521384809495,0.49794596428476295,0.5191025839176919,499
209.0,0.508290502702249,0.4977560242969256,0.5190555316591561,491
210.0,0.5067110928703816,0.4963226997687744,0.517468990341865,497
211.0,0.5062004776285981,0.49555448363686816,0.5170416378741116,490
212.0,0.5078247661842186,0.4971359889231277,0.5185522466136135,489
213.0,0.5073982569691261,0.4965330368908832,0.5181607216553867,478
214.0,0.5068784655484979,0.49594195624358045,0.5179925149711565,473
215.0,0.5065590559311571,0.4953917194255815,0.5177576547895556,477
216.0,0.5082936593129295,0.4975198522858487,0.519252143507037,482
217.0,0.508559365294778,0.49766312945640184,0.5198364504893843,481
218.0,0.5078723491161734,0.49711155282429526,0.5188562905917699,476
219.0,0.5066991709890596,0.4956545548610399,0.5177931248439015,474
220.0,0.5079953537843319,0.4968688156292904,0.5193357172174913,481
221.0,0.5086853251972997,0.4977294969057071,0.5194773136123942,478
222.0,0.5081804554592415,0.4972149166010525,0.5192121688196395,481
223.0,0.5078713327361781,0.49686864845608186,0.5190151628181668,473
224.0,0.5079703869138882,0.49682248893429815,0.5193609458742827,470
225.0,0.5077074017251024,0.4967690740545779,0.5189309589497502,474
226.0,0.507616872751325,0.49659508619484133,0.5188322225695893,474
227.0,0.5071422090058713,0.4960328470796195,0.5182745398146168,471
228.0,0.5064595734074528,0.4954118037522976,0.5175576989230548,475
229.0,0.5068974046336043,0.4958069080562298,0.5180667343771438,472
230.0,0.5078759138699452,0.497094665503763,0.5189171923645846,471
231.0,0.5073720142008729,0.49626259489198393,0.5184904547778879,469
232.0,0.5079788162391129,0.496909929471323,0.5192342423943284,466
233.0,0.5082186800552264,0.49686414434287396,0.5194608732917398,462
234.0,0.5086844729531026,0.4976459491711847,0.5196044292455757,470
235.0,0.5070783327397232,0.49622174590013646,0.5183413198644503,468
236.0,0.5070364782423415,0.49615266096807253,0.5182121591364133,465
237.0,0.5068189582071712,0.4957312580917701,0.5179326641246397,463
238.0,0.5071376382802923,0.49572261597158873,0.5184680985365376,457
239.0,0.5064549451600707,0.4952222228486643,0.5179805154926378,457
240.0,0.50633499284584,0.49532431279943095,0.5175560738675307,465
241.0,0.5055793516194931,0.4942925192979083,0.5170097034907915,462
242.0,0.5061031295657022,0.49474455993999505,0.5176471491918755,460
243.0,0.5063505936832835,0.4950863866251628,0.5180398404456473,456
244.0,0.5067500462403103,0.4954535054087342,0.517972485040699,459
245.0,0.507794104665024,0.49642548283506416,0.5186881237869232,467
246.0,0.5073915061844799,0.49627288058411917,0.5184491249199235,469
247.0,0.5069317562186557,0.4958819632956189,0.5180948474144468,465
248.0,0.5062168405687,0.49514225676207063,0.5172491798397756,461
249.0,0.5069515353872934,0.49558298817041996,0.5180146152460936,458
250.0,0.5069897940006993,0.49588236858586543,0.5183750981901323,456
251.0,0.5067534425709178,0.4954937485950997,0.5178094051860279,458
252.0,0.5066259903998929,0.49534612427703956,0.5178346858495205,461
253.0,0.5070919961486483,0.49566426586769236,0.5186406610434448,461
254.0,0.5065028724519762,0.49536281312497854,0.5177772720215745,456
255.0,0.5066365203494858,0.4956479920785885,0.5180034556195642,451
256.0,0.506330355595782,0.49504242961816064,0.5177801537108291,448
257.0,0.5048624960709044,0.4935948831055558,0.5163808692202111,449
258.0,0.5046736351848231,0.49355676945832827,0.5159167109144481,451
259.0,0.504480815516104,0.49336798739322996,0.5159683020171585,447
260.0,0.5048024116898345,0.49338450767115194,0.516353453688747,448
261.0,0.5049315472265483,0.4936929812843301,0.5164597174054325,446
262.0,0.5063958893198347,0.49491507914898303,0.5180891088314304,442
263.0,0.5055008251434235,0.4942426826521672,0.5168927722392614,442
264.0,0.504473506743644,0.4932257742447236,0.516052748710866,445
265.0,0.504131047085716,0.49287234262362517,0.5156514716483943,435
266.0,0.5044921863584564,0.49326644095923733,0.5158291630430344,438
267.0,0.5050262901665297,0.4938492483542582,0.5160693475540697,438
268.0,0.5047209255946501,0.4938457077104384,0.5159821830118849,441
269.0,0.5050778324554908,0.49401561006630956,0.5161358181598552,441
270.0,0.5054747405787048,0.49468415341775945,0.5166574052870019,447
271.0,0.5058614257095645,0.49499825862141245,0.5169368917478714,445
272.0,0.5072739139078845,0.4962228536080822,0.5185330438885181,437
273.0,0.5065570917498466,0.4957735351041935,0.517644215263578,433
274.0,0.5053634617585036,0.49448646210582936,0.5163825227585415,432
275.0,0.5064430401268423,0.49549364092325565,0.5175918485650429,432
276.0,0.5064861668917425,0.49551629926789226,0.5176929686556768,435
277.0,0.506409662408254,0.4952542364555328,0.5177281718435811,430
278.0,0.5061926700712909,0.4950162931214726,0.517572198518549,425
279.0,0.506652414044644,0.49555530582128826,0.5181458323849083,422
280.0,0.5056421490367321,0.49426692491178276,0.5168781822338847,423
281.0,0.5063773894071745,0.4950122594483122,0.5178492514991349,425
282.0,0.506293656264686,0.4952984512230889,0.5179263526682999,426
283.0,0.5075013639058189,0.49613652701603767,0.5188608689979224,424
284.0,0.5063317529809507,0.49478079727026664,0.5178830073812832,420
285.0,0.505770188797397,0.4943432378272873,0.5175783500663285,421
286.0,0.5069755165256897,0.49543582313336076,0.5185822406665768,422
287.0,0.5062966176342107,0.4950847676572467,0.5179186519584502,422
288.0,0.5050747299405772,0.49419050306737583,0.5167446373051805,427
289.0,0.5052619976366682,0.49377329821648164,0.5169607768591589,420
290.0,0.505768667887201,0.4941963750655311,0.5169613869777142,421
291.0,0.5069445363364862,0.4955363850566136,0.5187042827641462,424
292.0,0.5079623790716657,0.4965831229934512,0.5194429818996078,423
293.0,0.5071587593729145,0.49547580149429954,0.5188933775616719,417
294.0,0.507287555431917,0.49604757756665324,0.5190623070539077,418
295.0,0.5065403480733612,0.49501616006005145,0.5182946250722338,414
296.0,0.5056486063062553,0.49426635291533855,0.5173337831111177,406
297.0,0.5050571049557547,0.49359795209079516,0.5167366252903699,402
298.0,0.5039863832691848,0.4925315021289753,0.5158887073327263,399
299.0,0.5044240229959238,0.4926226991827036,0.5164298339274973,397
300.0,0.5048317087130898,0.4931674904981013,0.5167676916210765,400
301.0,0.5045071238507317,0.49317001456123005,0.5164819833557422,397
302.0,0.5063184133944888,0.49462740560822255,0.5184725616808905,399
303.0,0.5073207171371293,0.4957713199714507,0.5193621599798746,397
305.0,0.5063332795542497,0.49472318506392693,0.5178360558095932,401
306.0,0.5066377501036734,0.495083378819613,0.5179260889599767,406
307.0,0.5066820939185842,0.4953167259974401,0.5183468942147074,406
308.0,0.50661896498788,0.49539168181106785,0.5179448273849238,407
309.0,0.5067048499708038,0.49536603597719914,0.5182300425636859,408
310.0,0.5057919922928015,0.49444129866460973,0.5170990282522842,408
311.0,0.5032812362625935,0.49188798494590197,0.5144999141531369,406
312.0,0.503072595085933,0.49171137055155173,0.514303893572324,410
313.0,0.5034574399553914,0.49216546440334435,0.5146503046536627,409
314.0,0.5014839242569435,0.4903652363151427,0.5125961064763329,405
315.0,0.4996344101622107,0.48881656795615397,0.5107783541489408,412
316.0,0.49962000778258636,0.4885027566979662,0.5105722109143364,409
317.0,0.4986924184791212,0.4875973891422576,0.5098893142036459,403
318.0,0.49916302150226544,0.4879508755602291,0.5107128371470995,405
319.0,0.498712447629622,0.48763543277295873,0.509931364489095,401
320.0,0.4997829959989544,0.4886552817359894,0.5113907650467319,402
321.0,0.4991738803178297,0.48817320704987904,0.510209560350652,401
322.0,0.4992279741543986,0.48828103610425905,0.5105178042733276,398
323.0,0.4986267079764561,0.487407774704706,0.5101709364739747,395
324.0,0.49938066397669867,0.48848125747654764,0.5107051616006636,398
325.0,0.4998291334353944,0.4887837991783743,0.5110578081996492,396
327.0,0.5013221182827533,0.49064550132052603,0.5124700325691087,395
328.0,0.5019756483749805,0.49092127686916076,0.5130240985579585,395
329.0,0.5002774901568733,0.48926820603791576,0.5113433796186619,395
330.0,0.49975367521478503,0.4888169551184485,0.5108968399956516,401
331.0,0.49944173523342444,0.48843451112980835,0.5104904607775372,402
332.0,0.49882278920882833,0.4875492270138799,0.5099508974832777,399
333.0,0.4994278493627294,0.4883146161189282,0.510552082770414,396
334.0,0.49767240304590477,0.4868749688029142,0.5085757613922034,392
335.0,0.49746746406383796,0.48675185387259146,0.5085544135180996,394
336.0,0.4974564665403653,0.4864453938332942,0.508691194331347,397
337.0,0.4966723524783582,0.48579147346258,0.5077209990500782,389
338.0,0.49744448575995737,0.48630513002052866,0.5088548824089782,388
339.0,0.4967087871584067,0.4856532705595065,0.5079460664657544,388
340.0,0.4974881061690228,0.4865454051281099,0.5086562916079401,390
341.0,0.4964245829744809,0.48514076523256044,0.507435463057165,387
342.0,0.49606378156806386,0.485085794382837,0.507104631795049,388
343.0,0.4949065116585362,0.48402327616868657,0.5061778227210938,387
344.0,0.49398825689238623,0.48276811819852145,0.5049757100739907,385
345.0,0.4942341745823803,0.4832111211977174,0.50539160481526,387
346.0,0.4939423903769555,0.4831635446419526,0.5051596432927988,383
347.0,0.4943881784286433,0.4836802128200442,0.5054702128511266,382
348.0,0.4940120177803776,0.4829365724095287,0.5047448594665559,385
349.0,0.4933418908000954,0.4826848010310033,0.5041607755139101,383
350.0,0.4942584265055124,0.48344075181552526,0.5051795756400863,384
351.0,0.4940642455726788,0.48313385921824026,0.50517082133912,382
352.0,0.49390666482713536,0.4829280573421765,0.5050524386647499,378
353.0,0.49278471833548565,0.4820465019987486,0.5037052342984075,377
355.0,0.4922784107681922,0.48149277625134485,0.5032023348728664,385
356.0,0.4937777475623338,0.4827860900220932,0.5049205382928503,384
357.0,0.49258632136451047,0.48185061378524346,0.5034345711215724,384
358.0,0.4915459325191781,0.4803160266053076,0.5024547866600783,383
359.0,0.49176464228352557,0.48087804306743287,0.502745839651495,384
360.0,0.49055542693682563,0.4800232357794041,0.5016262535097884,390
361.0,0.49076708118090107,0.47980216081212096,0.5016575015162505,388
362.0,0.49112898405779254,0.47978633437693335,0.502363323192849,384
363.0,0.4912932941939999,0.480098326885739,0.5023398204490954,383
364.0,0.49108439458444614,0.47989548545070926,0.5025571062220959,379
365.0,0.49088829225617814,0.47956439884087476,0.5022996861073806,382
366.0,0.49028546187215305,0.47896631383315075,0.5017273717884474,384
367.0,0.4899851004644647,0.4788512024886248,0.5011334225947245,385
368.0,0.4895730117674795,0.4784112262791867,0.500844828266439,387
369.0,0.48994150960648364,0.47877714099851365,0.5014102531905686,384
370.0,0.4902067124787339,0.47885896770885317,0.5016505816953467,380
371.0,0.48994693592110267,0.47841017716327644,0.5012734931383951,382
372.0,0.48936592295155207,0.47826177235456446,0.5006730948453528,384
373.0,0.4886601082703417,0.4774639595774186,0.5000407971887372,382
374.0,0.4885314194664368,0.47714513486249066,0.49951794399617694,379
375.0,0.48813818286219574,0.4770684088639334,0.4994172450024637,382
376.0,0.4876548266300417,0.4764278456706818,0.49879812703540743,383
377.0,0.4861228299141479,0.47529453471527616,0.4970513886996235,382
378.0,0.48642316402312086,0.475200038990074,0.49793621008740774,383
379.0,0.4853000667625116,0.4746671661992126,0.4964394685178408,383
381.0,0.48593392597568913,0.4749598673382487,0.4969985865789425,383
383.0,0.48452639206096976,0.47381286508512444,0.4955985117304468,383
384.0,0.4843109555545944,0.47356993275883236,0.4954017676874325,386
385.0,0.4843261012134784,0.4731989808026306,0.4953556461648547,386
386.0,0.48451791811254974,0.4734237981224579,0.49544682557156144,383
387.0,0.4829897733222233,0.4723287450231438,0.49385662936466024,380
388.0,0.48149260622001755,0.4705258927910971,0.49277245282943183,379
389.0,0.4810361552350398,0.47003865607937256,0.49234445390167914,377
390.0,0.4798318079057319,0.4691236780807231,0.4908672635090388,383
391.0,0.4803440389399632,0.4692465866477081,0.49136390547786096,383
392.0,0.4799260732613506,0.4688818772920354,0.4909942366247267,384
393.0,0.47979457738364467,0.4689078612793306,0.4908125439440311,380
394.0,0.4797020293123485,0.4687013053068682,0.4911454767595934,379
395.0,0.4797458848525313,0.46877176247483965,0.490982879297367,377
396.0,0.4797458848525313,0.46862595284525393,0.4910495743424804,377
397.0,0.4789827280899498,0.4678901773181879,0.48984648704303224,377
398.0,0.47871229739785803,0.4673067520455055,0.4897142210888904,374
399.0,0.47984597860616957,0.4684116068714493,0.49093602307370093,373
400.0,0.4791633184165168,0.4680674420252512,0.49054817017423474,374
401.0,0.47912010205666344,0.46792483748960984,0.4903719122042779,375
403.0,0.4790480040203614,0.4681608480486925,0.4907226341631467,370
405.0,0.47679135210141094,0.4654346718740604,0.4882847881882444,365
406.0,0.4768080671601866,0.46567548463273084,0.48842185861116494,364
407.0,0.4757889133868903,0.46459823905743114,0.48735336209346114,357
408.0,0.4757889133868903,0.4644949039261495,0.4874575649979559,357
409.0,0.4761192904560575,0.46480755085179193,0.4875986418503743,353
410.0,0.4768753905942725,0.4657156065295573,0.48827627967847986,357
411.0,0.4761893340229732,0.4649408201283274,0.4874081451801388,353
412.0,0.4741401781723789,0.46288856731530736,0.48560316358034683,352
413.0,0.4742986785298287,0.46299054813932994,0.4854630865065463,350
414.0,0.4747323980318317,0.4635783725970514,0.4860304116801093,352
415.0,0.47490002233660755,0.4634522457065821,0.4862752878460416,349
416.0,0.47416457701382425,0.46289879282237123,0.48544837746894776,349
417.0,0.4737110970536196,0.4626104686943886,0.48520589893133215,347
418.0,0.47387086620386326,0.46246733548853625,0.4851469887838232,347
419.0,0.4724367692434765,0.46119844879399213,0.48402681684880644,346
420.0,0.47203050005695046,0.46086496253522236,0.4832043306173331,349
421.0,0.4710006947238551,0.4598789321873839,0.4818661539125214,344
422.0,0.47142951234943203,0.46049946267901753,0.48274749225373415,347
423.0,0.470767705421419,0.4601391509978349,0.4820714575263956,348
424.0,0.4701123337739375,0.4592207976912493,0.481268867339579,350
425.0,0.4707078955556651,0.4599190791103887,0.4817796566697329,352
426.0,0.47021724137260507,0.4595845562394286,0.4813744866173835,354
427.0,0.47008964104188367,0.4590638121304431,0.4811877744798086,353
428.0,0.4702302508900665,0.45893981884309826,0.48138238132864897,352
429.0,0.4703162031157517,0.45906947695417827,0.4814766219592131,352
430.0,0.4702146668614752,0.45939742440483156,0.4814950208417598,351
431.0,0.4700146824111839,0.45914376400663576,0.4808564189026567,349
432.0,0.47068624092801503,0.4595640964389607,0.4815888995881846,351
433.0,0.46964763325861786,0.45872474690704823,0.4806816738888185,353
434.0,0.4691204508149966,0.45826821998774286,0.48019129785911707,353
435.0,0.46659740466618616,0.455913106626869,0.4774487588063074,354
437.0,0.46532850065099046,0.4543065681184609,0.47603234467869643,356
439.0,0.4653513196108033,0.45457465349282,0.47606662519317844,352
440.0,0.4659620552199276,0.45513921083042075,0.4768173070968486,355
441.0,0.4648034210255089,0.45392487369654944,0.4757471385746685,354
443.0,0.46440905101692953,0.453558018887106,0.4755228152309006,355
445.0,0.4647523671593159,0.45393593021166256,0.4760246999698838,354
446.0,0.4648598295131897,0.4540813870812451,0.47618865280096756,354
447.0,0.465488767286288,0.45396004347628405,0.47691258227967215,352
448.0,0.4664316741887955,0.45533921327045035,0.4773966907122526,352
449.0,0.46648877801809036,0.45526387436530663,0.4777870988364631,349
450.0,0.4668781111762063,0.4557466211983457,0.47825175613257115,352
451.0,0.4666844062835485,0.45560821090048237,0.4780550517328329,351
452.0,0.4674303105933512,0.4560666962641992,0.4788594843914415,349
453.0,0.4688665659394245,0.4572546087902745,0.4805274149700828,347
454.0,0.4680916731077106,0.4565869551806509,0.4795015057382447,343
455.0,0.468085466011646,0.4565426114389238,0.4795633052174629,343
456.0,0.46770830197525626,0.45623356527816267,0.47936721339236316,344
457.0,0.46770830197525626,0.45626445468564963,0.4793591831842161,344
458.0,0.4669698152577676,0.4554483266559793,0.4786291675103058,342
459.0,0.46684951748855763,0.4555448912171301,0.4783864114872495,344
460.0,0.46609874403592805,0.4548813991362121,0.47715537156854226,345
461.0,0.4653195191582216,0.45369990898316076,0.47663904110382915,343
462.0,0.4651352022508313,0.4536832923516508,0.47655153711780796,344
463.0,0.4653513866434998,0.45411820833700123,0.47665343644029035,343
464.0,0.4647768778509422,0.45328505968131955,0.47637931103818787,342
465.0,0.46604048284439625,0.45467301657915676,0.47772195103047865,342
466.0,0.46454306383803484,0.45322233087554237,0.4762294397208427,341
467.0,0.463340034798147,0.4522885691964204,0.47466543112440246,340
468.0,0.4635791890681432,0.45218401171576783,0.47480925530888723,341
469.0,0.4640511353836924,0.4528120738084405,0.4753942800929309,338
470.0,0.4632247435043213,0.45184202011779223,0.47468588871169554,339
471.0,0.4617508405455873,0.45054324730144935,0.4731960866809704,333
472.0,0.46105873607924064,0.44972971133029677,0.4726866655810475,330
474.0,0.461211712696947,0.44972140379603504,0.47279086850006075,328
476.0,0.4610372211134072,0.4492988170328193,0.4728809910540509,323
478.0,0.4610187972069455,0.44921738708562453,0.4726379351282673,319
479.0,0.4612293373248868,0.4494650520160556,0.47311969221788963,319
480.0,0.46096619718916343,0.4494110105650346,0.47295188643012975,323
481.0,0.4609578542584526,0.4496255811871519,0.47285782253111525,324
484.0,0.46054188520590655,0.4489628458508275,0.47227475668427604,322
486.0,0.46044827715695824,0.44883509460775234,0.47207326563083124,325
488.0,0.4603305513760014,0.4486833985794739,0.4717868594880716,322
490.0,0.4591109625653419,0.44769282651260744,0.47081628679982984,319
491.0,0.45782224949561184,0.44627870217774196,0.4691707725591948,319
492.0,0.45734330390875844,0.4458275706145628,0.4689329659752297,320
493.0,0.4575034474105096,0.4459314007197777,0.46891684346008167,322
494.0,0.4570100069308496,0.4457638211030489,0.46873378863576254,320
495.0,0.45764138441719465,0.4460532724079318,0.46937569984178534,318
496.0,0.4570792534320769,0.44535036554345275,0.46850908854327616,317
497.0,0.45747380814636396,0.4456533527579817,0.4692569947625406,320
498.0,0.45759305547015344,0.44621360628341034,0.46916588461262126,321
499.0,0.45710880050635455,0.44555680919589263,0.4686948789145675,320
500.0,0.4574257795811903,0.44579475924682216,0.46897452668125433,320
501.0,0.4579337792134499,0.44629817603287714,0.4695421148039307,320
502.0,0.45850336422874893,0.44712360095756415,0.47028021037261086,320
