23470,6549,2930,1874,1158,885,674,529,369,301,260,225,150,159,126,80,68,80,77,62,56,57,36,38,42,42,26,20,29,29,24,17,8,11,21,16,8,13,10,10,8,9,3,5,4,3,6,4,0
7454,1606,763,510,341,314,149,181,108,106,100,75,59,37,54,54,14,28,11,14,24,12,17,7,15,5,7,9,7,3,2,4,8,4,1,2,4,5,4,4,1,2,1,0,3,1,0,2,0
3939,859,444,151,117,140,127,51,97,98,45,27,43,34,8,9,17,25,8,4,5,4,8,6,3,3,6,5,6,6,4,1,1,1,5,4,1,0,2,0,3,2,1,1,0,1,3,1,0
2335,530,158,77,101,68,45,39,26,20,26,16,9,18,4,5,9,6,3,6,3,5,5,5,2,6,7,1,2,1,0,1,1,4,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
1746,503,140,89,92,66,33,23,39,18,17,8,12,12,13,15,12,0,4,7,4,1,2,4,9,0,9,1,1,1,1,1,2,1,1,0,2,0,3,1,0,1,0,1,0,1,0,0,0
1232,459,136,59,67,30,31,13,40,10,20,10,15,2,4,2,3,8,2,4,2,0,0,0,2,2,2,1,2,0,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
975,225,122,44,38,42,16,21,8,9,20,11,8,7,2,7,10,4,7,1,5,4,1,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
649,301,48,78,25,9,23,10,12,7,3,4,6,3,4,1,10,5,6,0,2,1,0,0,6,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
599,206,103,34,29,29,11,13,5,6,4,4,5,2,3,3,4,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
458,138,99,30,24,15,8,6,4,14,4,9,1,4,3,6,3,0,1,0,1,1,0,2,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
407,124,57,34,19,11,16,6,5,0,6,3,2,1,0,2,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,121,22,25,15,14,7,11,6,3,1,2,2,3,2,0,1,1,0,0,0,1,3,0,1,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
279,90,45,12,17,21,7,7,4,1,3,2,0,1,0,4,1,3,0,0,1,1,0,0,0,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
207,86,31,13,20,5,4,3,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,79,26,11,20,3,1,2,2,3,0,0,6,3,0,1,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
