x1,x2,cnt,prob
1.0,100.0,55,0.25229357798165136
100.0,313.85684721559204,32,0.14678899082568808
313.85684721559204,985.0612054411148,38,0.1743119266055046
985.0612054411148,3091.6820425413916,27,0.12385321100917432
3091.6820425413916,9703.45578465102,21,0.0963302752293578
9703.45578465102,30454.960396664712,18,0.08256880733944955
30454.960396664712,95584.97852172912,12,0.05504587155963303
95584.97852172912,299999.9999999995,10,0.045871559633027525
300000.0,1000000.0,5,0.022935779816513763
